dataset,model_type,include_incurreds,include_covariates,transform_inputs,version_no,target_col,type,nLayers,nHidden,criterion,nonlinearity,output_layer,epochs,patience,batch_size,optimiser,learning_rate,normalisation,dropout,loss,vsInc,weighted_vsInc_claimsize,weighted_vsInc_ocl,UIE
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,10.33,54.56,,,20.73
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,4.725,57.5,,,19.03
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,4.808,56.87,,,23.2
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,4.939,55.36,,,18.85
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,5.107,55.07,,,25.7
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,9.821,52.92,,,24.22
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,9.669,53.52,,,22.12
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,10.716,49.71,,,18.13
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,10.26,50.61,,,28.52
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,4.744,54.13,,,24.22
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,4.83,54.82,,,21.89
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,5.069,51.08,,,16.54
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,5.029,53.37,,,23.59
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,9.419,57.56,,,20.2
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,9.769,54.01,,,22.47
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,10.289,54.46,,,14.37
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,10.299,55.29,,,25.88
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,4.718,54.58,,,17.56
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,4.795,53.88,,,21.1
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,4.732,56.56,,,25.96
noInf,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,5.065,55.17,,,27.66
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,18.489,67.93,,,13.23
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,19.051,69.99,,,16.21
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,18.71,67.13,,,14.94
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,19.616,66.09,,,16.48
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,9.191,67.95,,,13.04
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,9.385,70.01,,,19.58
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,18.491,66.93,,,13.96
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,18.946,67.11,,,20.46
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,19.138,68.21,,,12.63
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,19.477,67.21,,,19.11
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,9.34,71.89,,,20.79
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,9.439,67.68,,,16.27
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,9.602,68.23,,,13.9
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,9.557,69.89,,,19.97
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,18.311,68.34,,,12.88
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,18.823,68.58,,,14.23
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,19.06,67.31,,,15.64
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,19.929,66.74,,,18.6
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,9.252,68.64,,,12.9
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,9.256,69.19,,,12.41
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,9.526,67.33,,,13.55
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,9.826,66.64,,,14.64
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,18.439,69.34,,,11.84
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,18.945,68.5,,,14.98
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,19.214,69.5,,,24.69
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,19.938,67.42,,,23.98
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,9.295,67.56,,,13.06
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,9.242,68.83,,,13.14
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,9.48,67.68,,,14.29
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,9.765,64.78,,,17.6
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,18.561,71.52,,,22.36
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,18.725,68.19,,,15.07
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,19.081,68.83,,,11.96
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,19.546,66.66,,,17.62
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,9.218,66.91,,,14.51
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,9.361,69.89,,,21.05
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,9.394,67.09,,,12.86
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,9.628,68.25,,,15.78
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,256,,0.001,batch,0,18.834,66.68,,,14.29
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,256,,0.001,batch,0.2,18.931,67.23,,,13.51
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,256,,0.005,batch,0,19.453,66.29,,,16.41
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,256,,0.005,batch,0.2,20.182,66.19,,,16.21
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,512,,0.001,batch,0,9.235,70.81,,,21.83
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,512,,0.001,batch,0.2,9.404,68.19,,,19.52
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,512,,0.005,batch,0,9.708,68.34,,,12.47
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,512,,0.005,batch,0.2,9.85,65.49,,,16.84
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,256,,0.001,batch,0,18.448,71.22,,,23.2
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,256,,0.001,batch,0.2,18.831,66.74,,,15.27
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,256,,0.005,batch,0,19.607,66.93,,,15.68
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,256,,0.005,batch,0.2,20.69,62.76,,,20.22
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,512,,0.001,batch,0,9.321,70.54,,,22.42
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,512,,0.001,batch,0.2,9.383,66.23,,,14.96
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,512,,0.005,batch,0,9.522,68.97,,,26.31
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,512,,0.005,batch,0.2,9.739,66.01,,,14.35
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,256,,0.001,batch,0,18.916,70.89,,,22.79
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,256,,0.001,batch,0.2,19.393,67.68,,,15.78
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,256,,0.005,batch,0,19.934,68.6,,,21.61
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,256,,0.005,batch,0.2,21.349,61.51,,,13.98
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,512,,0.001,batch,0,9.287,70.05,,,23.41
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,512,,0.001,batch,0.2,9.339,68.5,,,16.91
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,512,,0.005,batch,0,9.712,65.64,,,17.54
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,512,,0.005,batch,0.2,9.839,64.6,,,18.91
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,256,,0.001,batch,0,18.636,66.48,,,14.6
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,256,,0.001,batch,0.2,18.68,68.05,,,12.14
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,256,,0.005,batch,0,19.362,69.44,,,12.88
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,256,,0.005,batch,0.2,21.171,63.8,,,19.24
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,512,,0.001,batch,0,9.243,67.66,,,13.7
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,512,,0.001,batch,0.2,9.415,68.64,,,12.29
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,512,,0.005,batch,0,9.898,67.85,,,27.94
Inflated,RNN,TRUE,FALSE,FALSE,1,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,512,,0.005,batch,0.2,10.253,65.6,,,17.87
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,9.623,54.48,,,19.3
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,9.531,53.66,,,23.92
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,10.085,51.98,,,16.93
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,10.069,52.58,,,20.89
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,4.787,54.87,,,19.46
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,4.846,52.74,,,16.6
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,4.859,55.07,,,22.59
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,4.969,53.11,,,24.37
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,9.221,54.99,,,18.13
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,9.609,55.78,,,22.34
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,9.781,57.09,,,22.77
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,10.574,53.48,,,23.86
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,4.666,56.26,,,19.15
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,4.741,56.95,,,24.73
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,4.878,55.87,,,27.92
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,5.142,54.82,,,25.55
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,9.577,51.84,,,27.82
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,9.669,53.19,,,15.86
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,9.84,52.04,,,17.91
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,10.631,49.9,,,17.83
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,4.756,55.09,,,22.06
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,4.879,53.86,,,24.92
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,4.967,53.21,,,23.96
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,5.059,53.41,,,25.37
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,9.472,57.97,,,24.18
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,9.589,55.38,,,19.91
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,9.788,56.87,,,27.98
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,10.279,55.31,,,22.26
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,4.741,58.14,,,23.63
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,4.74,57.28,,,22.96
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,4.767,56.42,,,21.79
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,5.048,55.5,,,22.1
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,9.822,52.15,,,18.13
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,9.783,53.6,,,22.3
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,10.378,51.39,,,23.96
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,10.392,52.23,,,17.99
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,4.827,53.56,,,27.45
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,4.936,51.94,,,25.59
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,4.839,54.7,,,21.95
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,5.209,51.94,,,25.61
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,9.4,54.5,,,17.97
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,9.748,52.82,,,19.97
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,10.414,50.84,,,16.56
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,10.969,51.72,,,19.81
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,4.774,55.83,,,23.02
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,4.832,53.39,,,23
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,5.298,51.49,,,30.97
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,5.531,50.9,,,28.48
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,9.845,51.61,,,16.46
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,9.802,52.66,,,29.5
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,11.314,47.38,,,28.78
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,11.279,48.49,,,27.11
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,4.79,54.13,,,24.04
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,4.835,53.72,,,23.75
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,5.206,46.3,,,9.14
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,2,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,5.37,50.74,,,18.17
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,9.531,55.74,,,23.49
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,9.81,53.19,,,19.34
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0,10.882,51.57,,,17.38
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,11.056,48.79,,,10.4
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0,4.795,52.11,,,26.25
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,4.847,54.37,,,24.86
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0,5.314,50.16,,,8.81
noInf,RNN,TRUE,FALSE,FALSE,2,log_m,GRU,3,512,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,5.511,50.67,,,27.19
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,18.706,68.38,,,13.23
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,18.879,68.91,,,16.68
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,19.131,67.87,,,12.18
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,20.106,65.11,,,19.34
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,9.348,68.44,,,13.02
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,9.364,67.09,,,14.45
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,9.617,67.83,,,14.35
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,9.926,66.64,,,17.52
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0,18.589,68.7,,,13.72
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,256,,0.001,,0.2,18.848,68.81,,,13.59
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0,19.307,68.95,,,22.87
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,256,,0.005,,0.2,19.858,65.99,,,15.37
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0,9.245,68.91,,,13.86
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.001,,0.2,9.379,68.32,,,12.92
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0,9.665,66.88,,,13.04
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,3,256,L1Loss(),relu,linear,200,10,512,,0.005,,0.2,9.978,66.62,,,25.06
Inflated,RNN,TRUE,FALSE,FALSE,2,log_m,LSTM,2,512,L1Loss(),relu,linear,200,10,256,,0.001,,0,18.5,68.09,,,14.64
